SEASON,CML,FISHING_DAYS.2022,DAYS_AT_SEA.2022,FISHERS.2022,VESSELS.2022,TRIPS.2022,HOURS_FISHED.2022,VESSEL.2022,ONAGA_KEPT.2022,ONAGA_AVG_LBS_PIECE.2022,ONAGA_EST_LBS_KEPT.2022,ONAGA_AVG_PRICE_LB.2022,ONAGA_EST_VALUE.2022,EHU_KEPT.2022,EHU_AVG_LBS_PIECE.2022,EHU_EST_LBS_KEPT.2022,EHU_AVG_PRICE_LB.2022,EHU_EST_VALUE.2022,OPAKAPAKA_KEPT.2022,OPAKAPAKA_AVG_LBS_PIECE.2022,OPAKAPAKA_EST_LBS_KEPT.2022,OPAKAPAKA_AVG_PRICE_LB.2022,OPAKAPAKA_EST_VALUE.2022,KALEKALE_KEPT.2022,KALEKALE_AVG_LBS_PIECE.2022,KALEKALE_EST_LBS_KEPT.2022,KALEKALE_AVG_PRICE_LB.2022,KALEKALE_EST_VALUE.2022,GINDAI_KEPT.2022,GINDAI_AVG_LBS_PIECE.2022,GINDAI_EST_LBS_KEPT.2022,GINDAI_AVG_PRICE_LB.2022,GINDAI_EST_VALUE.2022,HAPUUPUU_KEPT.2022,HAPUUPUU_AVG_LBS_PIECE.2022,HAPUUPUU_EST_LBS_KEPT.2022,HAPUUPUU_AVG_PRICE_LB.2022,HAPUUPUU_EST_VALUE.2022,LEHI_KEPT.2022,LEHI_AVG_LBS_PIECE.2022,LEHI_EST_LBS_KEPT.2022,LEHI_AVG_PRICE_LB.2022,LEHI_EST_VALUE.2022,YELLOW_KALEKALE_KEPT.2022,YELLOW_KALEKALE_AVG_LBS_PIECE.2022,YELLOW_KALEKALE_EST_LBS_KEPT.2022,YELLOW_KALEKALE_AVG_PRICE_LB.2022,YELLOW_KALEKALE_EST_VALUE.2022,UKU_KEPT.2022,UKU_AVG_LBS_PIECE.2022,UKU_EST_LBS_KEPT.2022,UKU_AVG_PRICE_LB.2022,UKU_EST_VALUE.2022,TAAPE_KEPT.2022,TAAPE_AVG_LBS_PIECE.2022,TAAPE_EST_LBS_KEPT.2022,TAAPE_AVG_PRICE_LB.2022,TAAPE_EST_VALUE.2022,WHITE_ULUA_KEPT.2022,WHITE_ULUA_AVG_LBS_PIECE.2022,WHITE_ULUA_EST_LBS_KEPT.2022,WHITE_ULUA_AVG_PRICE_LB.2022,WHITE_ULUA_EST_VALUE.2022,BLACK_ULUA_KEPT.2022,BLACK_ULUA_AVG_LBS_PIECE.2022,BLACK_ULUA_EST_LBS_KEPT.2022,BLACK_ULUA_AVG_PRICE_LB.2022,BLACK_ULUA_EST_VALUE.2022,BUTAGUCHI_KEPT.2022,BUTAGUCHI_AVG_LBS_PIECE.2022,BUTAGUCHI_EST_LBS_KEPT.2022,BUTAGUCHI_AVG_PRICE_LB.2022,BUTAGUCHI_EST_VALUE.2022,KAHALA_KEPT.2022,KAHALA_AVG_LBS_PIECE.2022,KAHALA_EST_LBS_KEPT.2022,KAHALA_AVG_PRICE_LB.2022,KAHALA_EST_VALUE.2022,ALL_SPECIES_KEPT.2022,ALL_SPECIES_AVG_LBS_PIECE.2022,ALL_SPECIES_EST_LBS_KEPT.2022,ALL_SPECIES_AVG_PRICE_LB.2022,ALL_SPECIES_EST_VALUE.2022,DEEP7_KEPT.2022,DEEP7_AVG_LBS_PIECE.2022,DEEP7_EST_LBS_KEPT.2022,DEEP7_AVG_PRICE_LB.2022,DEEP7_EST_VALUE.2022,NON_DEEP14_KEPT.2022,NON_DEEP14_AVG_LBS_PIECE.2022,NON_DEEP14_EST_LBS_KEPT.2022,NON_DEEP14_AVG_PRICE_LB.2022,NON_DEEP14_EST_VALUE.2022,DEEP8_14_KEPT.2022,DEEP8_14_AVG_LBS_PIECE.2022,DEEP8_14_EST_LBS_KEPT.2022,DEEP8_14_AVG_PRICE_LB.2022,DEEP8_14_EST_VALUE.2022,FISHING_DAYS.2021,DAYS_AT_SEA.2021,FISHERS.2021,VESSELS.2021,TRIPS.2021,HOURS_FISHED.2021,VESSEL.2021,ONAGA_KEPT.2021,ONAGA_AVG_LBS_PIECE.2021,ONAGA_EST_LBS_KEPT.2021,ONAGA_AVG_PRICE_LB.2021,ONAGA_EST_VALUE.2021,EHU_KEPT.2021,EHU_AVG_LBS_PIECE.2021,EHU_EST_LBS_KEPT.2021,EHU_AVG_PRICE_LB.2021,EHU_EST_VALUE.2021,OPAKAPAKA_KEPT.2021,OPAKAPAKA_AVG_LBS_PIECE.2021,OPAKAPAKA_EST_LBS_KEPT.2021,OPAKAPAKA_AVG_PRICE_LB.2021,OPAKAPAKA_EST_VALUE.2021,KALEKALE_KEPT.2021,KALEKALE_AVG_LBS_PIECE.2021,KALEKALE_EST_LBS_KEPT.2021,KALEKALE_AVG_PRICE_LB.2021,KALEKALE_EST_VALUE.2021,GINDAI_KEPT.2021,GINDAI_AVG_LBS_PIECE.2021,GINDAI_EST_LBS_KEPT.2021,GINDAI_AVG_PRICE_LB.2021,GINDAI_EST_VALUE.2021,HAPUUPUU_KEPT.2021,HAPUUPUU_AVG_LBS_PIECE.2021,HAPUUPUU_EST_LBS_KEPT.2021,HAPUUPUU_AVG_PRICE_LB.2021,HAPUUPUU_EST_VALUE.2021,LEHI_KEPT.2021,LEHI_AVG_LBS_PIECE.2021,LEHI_EST_LBS_KEPT.2021,LEHI_AVG_PRICE_LB.2021,LEHI_EST_VALUE.2021,YELLOW_KALEKALE_KEPT.2021,YELLOW_KALEKALE_AVG_LBS_PIECE.2021,YELLOW_KALEKALE_EST_LBS_KEPT.2021,YELLOW_KALEKALE_AVG_PRICE_LB.2021,YELLOW_KALEKALE_EST_VALUE.2021,UKU_KEPT.2021,UKU_AVG_LBS_PIECE.2021,UKU_EST_LBS_KEPT.2021,UKU_AVG_PRICE_LB.2021,UKU_EST_VALUE.2021,TAAPE_KEPT.2021,TAAPE_AVG_LBS_PIECE.2021,TAAPE_EST_LBS_KEPT.2021,TAAPE_AVG_PRICE_LB.2021,TAAPE_EST_VALUE.2021,WHITE_ULUA_KEPT.2021,WHITE_ULUA_AVG_LBS_PIECE.2021,WHITE_ULUA_EST_LBS_KEPT.2021,WHITE_ULUA_AVG_PRICE_LB.2021,WHITE_ULUA_EST_VALUE.2021,BLACK_ULUA_KEPT.2021,BLACK_ULUA_AVG_LBS_PIECE.2021,BLACK_ULUA_EST_LBS_KEPT.2021,BLACK_ULUA_AVG_PRICE_LB.2021,BLACK_ULUA_EST_VALUE.2021,BUTAGUCHI_KEPT.2021,BUTAGUCHI_AVG_LBS_PIECE.2021,BUTAGUCHI_EST_LBS_KEPT.2021,BUTAGUCHI_AVG_PRICE_LB.2021,BUTAGUCHI_EST_VALUE.2021,KAHALA_KEPT.2021,KAHALA_AVG_LBS_PIECE.2021,KAHALA_EST_LBS_KEPT.2021,KAHALA_AVG_PRICE_LB.2021,KAHALA_EST_VALUE.2021,ALL_SPECIES_KEPT.2021,ALL_SPECIES_AVG_LBS_PIECE.2021,ALL_SPECIES_EST_LBS_KEPT.2021,ALL_SPECIES_AVG_PRICE_LB.2021,ALL_SPECIES_EST_VALUE.2021,DEEP7_KEPT.2021,DEEP7_AVG_LBS_PIECE.2021,DEEP7_EST_LBS_KEPT.2021,DEEP7_AVG_PRICE_LB.2021,DEEP7_EST_VALUE.2021,NON_DEEP14_KEPT.2021,NON_DEEP14_AVG_LBS_PIECE.2021,NON_DEEP14_EST_LBS_KEPT.2021,NON_DEEP14_AVG_PRICE_LB.2021,NON_DEEP14_EST_VALUE.2021,DEEP8_14_KEPT.2021,DEEP8_14_AVG_LBS_PIECE.2021,DEEP8_14_EST_LBS_KEPT.2021,DEEP8_14_AVG_PRICE_LB.2021,DEEP8_14_EST_VALUE.2021
2019 - 2020,32864,36,36,1,1,36,815,HA1180,49,6.488834579926944,317.95289441642024,9.139072938220812,2905.7946929900854,31,1.9146556871809688,59.35432630261003,6.313691689130764,374.7449166907445,65,4.178007756391842,271.5705041654697,7.306554856090066,1984.2447859810397,20,1.7896363275039746,35.79272655007949,4.387965065599165,157.05723370429251,1,1.6889441312147617,1.6889441312147617,5.268162409373833,8.897631983598155,0,0,0,0,0,88,6.562667238421955,577.514716981132,4.987306702630792,2880.243018867924,0,0,0,0,0,8,8.041076250992852,64.32861000794281,4.774062189621103,307.10878474980143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,18.897101783529425,14720.842289369422,3.942953548458044,58043.5973411604,254,4.975882332861914,1263.8741125469262,6.575799122485078,8310.982280217684,517,25.904525274302813,13392.639566814554,3.690497756593385,49425.506276192915,8,8.041076250992852,64.32861000794281,4.774062189621103,307.10878474980143,36,36,1,1,36,1151,HA1180,49,6.488834579926944,317.95289441642024,9.139072938220812,2905.7946929900854,31,1.9146556871809688,59.35432630261003,6.313691689130764,374.7449166907445,65,4.178007756391842,271.5705041654697,7.306554856090066,1984.2447859810397,20,1.7896363275039746,35.79272655007949,4.387965065599165,157.05723370429251,1,1.6889441312147617,1.6889441312147617,5.268162409373833,8.897631983598155,0,0,0,0,0,88,6.562667238421955,577.514716981132,4.987306702630792,2880.243018867924,0,0,0,0,0,8,8.041076250992852,64.32861000794281,4.774062189621103,307.10878474980143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,18.897101783529425,14720.842289369422,3.942953548458044,58043.5973411604,254,4.975882332861914,1263.8741125469262,6.575799122485078,8310.982280217684,517,25.904525274302813,13392.639566814554,3.690497756593385,49425.506276192915,8,8.041076250992852,64.32861000794281,4.774062189621103,307.10878474980143
2019 - 2020,33410,14,14,1,1,14,399,HA7974,104,6.488834579926944,674.8387963124021,9.139072938220812,6167.400981040181,66,1.9146556871809688,126.36727535394394,6.313691689130764,797.8440161802947,67,4.178007756391842,279.9265196782534,7.306554856090066,2045.2984717035336,47,1.7896363275039746,84.11290739268681,4.387965065599165,369.0844992050874,3,1.6889441312147617,5.066832393644285,5.268162409373833,26.692895950794462,1,14.378690476190476,14.378690476190476,6.016395376756279,86.5078869047619,0,0,0,0,0,0,0,0,0,0,2,8.041076250992852,16.082152501985703,4.774062189621103,76.77719618745036,4,0.6198934821202131,2.4795739284808525,1.725562956174516,4.278660918082678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,3.9872838727922586,1323.7782457670298,7.604452642990005,10066.608979755762,288,4.113510491691392,1184.691021607121,8.012915247814515,9492.828750984654,38,3.1717236244590064,120.52549772944224,4.08813388824704,492.72437166557455,6,3.093621071744426,18.561726430466557,4.366827482840757,81.05585710553304,14,14,1,1,14,399,HA7974,104,6.488834579926944,674.8387963124021,9.139072938220812,6167.400981040181,66,1.9146556871809688,126.36727535394394,6.313691689130764,797.8440161802947,67,4.178007756391842,279.9265196782534,7.306554856090066,2045.2984717035336,47,1.7896363275039746,84.11290739268681,4.387965065599165,369.0844992050874,3,1.6889441312147617,5.066832393644285,5.268162409373833,26.692895950794462,1,14.378690476190476,14.378690476190476,6.016395376756279,86.5078869047619,0,0,0,0,0,0,0,0,0,0,2,8.041076250992852,16.082152501985703,4.774062189621103,76.77719618745036,4,0.6198934821202131,2.4795739284808525,1.725562956174516,4.278660918082678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,3.9872838727922586,1323.7782457670298,7.604452642990005,10066.608979755762,288,4.113510491691392,1184.691021607121,8.012915247814515,9492.828750984654,38,3.1717236244590064,120.52549772944224,4.08813388824704,492.72437166557455,6,3.093621071744426,18.561726430466557,4.366827482840757,81.05585710553304
2019 - 2020,33500,3,3,1,1,3,36,HA3810,0,0,0,0,0,4,1.9146556871809688,7.658622748723875,6.313691689130764,48.35418279880574,0,0,0,0,0,6,1.7896363275039746,10.737817965023849,4.387965065599165,47.11717011128776,6,1.6889441312147617,10.13366478728857,5.268162409373833,53.385791901588924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14.331176470588234,100.31823529411764,2.307115297787629,231.44573529411764,29,7.874254603559421,228.3533835032232,3.4603779643430603,790.1890163577336,16,1.7831315938147685,28.530105501036296,5.217546244484637,148.85714481168242,6,16.58417378467821,99.50504270806925,4.1192498902238475,409.8861362519335,7,14.331176470588234,100.31823529411764,2.307115297787629,231.44573529411764,3,3,1,1,3,36,HA3810,0,0,0,0,0,4,1.9146556871809688,7.658622748723875,6.313691689130764,48.35418279880574,0,0,0,0,0,6,1.7896363275039746,10.737817965023849,4.387965065599165,47.11717011128776,6,1.6889441312147617,10.13366478728857,5.268162409373833,53.385791901588924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14.331176470588234,100.31823529411764,2.307115297787629,231.44573529411764,29,7.874254603559421,228.3533835032232,3.4603779643430603,790.1890163577336,16,1.7831315938147685,28.530105501036296,5.217546244484637,148.85714481168242,6,16.58417378467821,99.50504270806925,4.1192498902238475,409.8861362519335,7,14.331176470588234,100.31823529411764,2.307115297787629,231.44573529411764
2019 - 2020,33524,15,15,1,1,15,392,HA3429,1,6.488834579926944,6.488834579926944,9.139072938220812,59.301932510001734,67,1.9146556871809688,128.28193104112492,6.313691689130764,809.9325618799962,27,4.178007756391842,112.80620942257973,7.306554856090066,824.2247572536628,45,1.7896363275039746,80.53363473767887,4.387965065599165,353.3787758346582,17,1.6889441312147617,28.71205023065095,5.268162409373833,151.2597437211686,4,14.378690476190476,57.514761904761905,6.016395376756279,346.0315476190476,31,6.562667238421955,203.4426843910806,4.987306702630792,1014.6310634648371,0,0,0,0,0,2,8.041076250992852,16.082152501985703,4.774062189621103,76.77719618745036,5,0.6198934821202131,3.0994674106010653,1.725562956174516,5.3483261476033475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14.36776556009327,6609.1721576429045,3.9410754677928566,26047.246252906032,192,3.2176047203531453,617.7801063078039,5.7605616398891435,3558.760382283372,261,22.882032304300818,5972.2104314225135,3.7517700699890884,22406.360348287606,7,2.740231416083824,19.18161991258677,4.281469589602484,82.1255223350537,15,15,1,1,15,392,HA3429,1,6.488834579926944,6.488834579926944,9.139072938220812,59.301932510001734,67,1.9146556871809688,128.28193104112492,6.313691689130764,809.9325618799962,27,4.178007756391842,112.80620942257973,7.306554856090066,824.2247572536628,45,1.7896363275039746,80.53363473767887,4.387965065599165,353.3787758346582,17,1.6889441312147617,28.71205023065095,5.268162409373833,151.2597437211686,4,14.378690476190476,57.514761904761905,6.016395376756279,346.0315476190476,31,6.562667238421955,203.4426843910806,4.987306702630792,1014.6310634648371,0,0,0,0,0,2,8.041076250992852,16.082152501985703,4.774062189621103,76.77719618745036,5,0.6198934821202131,3.0994674106010653,1.725562956174516,5.3483261476033475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,14.36776556009327,6609.1721576429045,3.9410754677928566,26047.246252906032,192,3.2176047203531453,617.7801063078039,5.7605616398891435,3558.760382283372,261,22.882032304300818,5972.2104314225135,3.7517700699890884,22406.360348287606,7,2.740231416083824,19.18161991258677,4.281469589602484,82.1255223350537
2019 - 2020,33884,2,2,1,1,2,20,HA5756,0,0,0,0,0,15,1.9146556871809688,28.719835307714533,6.313691689130764,181.32818549552152,1,4.178007756391842,4.178007756391842,7.306554856090066,30.52684286124677,0,0,0,0,0,0,0,0,0,0,3,14.378690476190476,43.13607142857143,6.016395376756279,259.52366071428577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4.0017849732988315,76.0339144926778,6.1995846487221,471.37868907105405,19,4.0017849732988315,76.0339144926778,6.1995846487221,471.37868907105405,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,20,HA5756,0,0,0,0,0,15,1.9146556871809688,28.719835307714533,6.313691689130764,181.32818549552152,1,4.178007756391842,4.178007756391842,7.306554856090066,30.52684286124677,0,0,0,0,0,0,0,0,0,0,3,14.378690476190476,43.13607142857143,6.016395376756279,259.52366071428577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4.0017849732988315,76.0339144926778,6.1995846487221,471.37868907105405,19,4.0017849732988315,76.0339144926778,6.1995846487221,471.37868907105405,0,0,0,0,0,0,0,0,0,0
2019 - 2020,34049,2,2,1,1,2,15,HA7050,0,0,0,0,0,1,1.9146556871809688,1.9146556871809688,6.313691689130764,12.088545699701434,8,4.178007756391842,33.42406205113473,7.306554856090066,244.21474288997416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.331176470588234,14.331176470588234,2.307115297787629,33.063676470588234,11,6.420731641368889,70.62804805505777,5.03226112334032,355.4187804448792,9,3.926524193146189,35.3387177383157,7.252761418442214,256.3032885896756,1,20.958153846153845,20.958153846153845,3.1516046627712364,66.05181538461538,1,14.331176470588234,14.331176470588234,2.307115297787629,33.063676470588234,2,2,1,1,2,15,HA7050,0,0,0,0,0,1,1.9146556871809688,1.9146556871809688,6.313691689130764,12.088545699701434,8,4.178007756391842,33.42406205113473,7.306554856090066,244.21474288997416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.331176470588234,14.331176470588234,2.307115297787629,33.063676470588234,11,6.420731641368889,70.62804805505777,5.03226112334032,355.4187804448792,9,3.926524193146189,35.3387177383157,7.252761418442214,256.3032885896756,1,20.958153846153845,20.958153846153845,3.1516046627712364,66.05181538461538,1,14.331176470588234,14.331176470588234,2.307115297787629,33.063676470588234
2019 - 2020,34320,3,3,1,1,3,28,HA5825,0,0,0,0,0,1,1.9146556871809688,1.9146556871809688,6.313691689130764,12.088545699701434,3,4.178007756391842,12.534023269175524,7.306554856090066,91.58052858374029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.0527338758091576,18.474604882282417,7.30633077911681,134.98157428344172,4,3.612169739089123,14.448678956356492,7.1749863497267325,103.66907428344172,5,0.805185185185185,4.025925925925925,7.777713891444343,31.312499999999996,0,0,0,0,0,3,3,1,1,3,28,HA5825,0,0,0,0,0,1,1.9146556871809688,1.9146556871809688,6.313691689130764,12.088545699701434,3,4.178007756391842,12.534023269175524,7.306554856090066,91.58052858374029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.0527338758091576,18.474604882282417,7.30633077911681,134.98157428344172,4,3.612169739089123,14.448678956356492,7.1749863497267325,103.66907428344172,5,0.805185185185185,4.025925925925925,7.777713891444343,31.312499999999996,0,0,0,0,0
2019 - 2020,34483,1,1,1,1,1,8,HA6230,0,0,0,0,0,4,1.9146556871809688,7.658622748723875,6.313691689130764,48.35418279880574,1,4.178007756391842,4.178007756391842,7.306554856090066,30.52684286124677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.3673261010231434,11.836630505115718,6.664145309424047,78.8810256600525,5,2.3673261010231434,11.836630505115718,6.664145309424047,78.8810256600525,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,8,HA6230,0,0,0,0,0,4,1.9146556871809688,7.658622748723875,6.313691689130764,48.35418279880574,1,4.178007756391842,4.178007756391842,7.306554856090066,30.52684286124677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.3673261010231434,11.836630505115718,6.664145309424047,78.8810256600525,5,2.3673261010231434,11.836630505115718,6.664145309424047,78.8810256600525,0,0,0,0,0,0,0,0,0,0
2020 - 2021,1003,12,12,1,1,12,285,HA3961,14,4.787798573975045,67.02918003565063,10.18220308445759,682.5047237076649,112,1.6746041462618348,187.5556643813255,8.059836479060303,1511.6679856349983,0,0,0,0,0,11,1.857036502371623,20.427401526087852,4.857008007977994,99.21605279439058,12,1.8055706682436428,21.666848018923712,5.839785537891145,126.5297457125961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.731523332047821,2.194569996143463,1.863488749710044,4.089556498264558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11.4075,91.26,1.6273833004602236,148.51500000000001,182,2.4395407996738308,443.9964255406372,6.372581616526269,2829.403459203639,149,1.9911348588052864,296.6790939619877,8.156686996488213,2419.91850784965,22,2.448307344659364,53.86276158250601,4.769164953828812,256.8803948557246,11,8.495869999649406,93.45456999614346,1.6329277049218889,152.60455649826457,12,12,1,1,12,285,HA3961,14,5.6865888104291145,79.61224334600762,8.471612884121802,674.4441064638784,112,1.6764034665382763,187.75718825228697,6.838105167021359,1283.9033991333654,0,0,0,0,0,11,1.8482078559738135,20.33028641571195,4.38852606364373,89.21999181669395,12,1.733351063829787,20.800212765957443,5.49818639334704,114.36344680851062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.671595744680851,2.014787234042553,1.723287044370523,3.4720567375886526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11.14102564102564,89.12820512820512,1.7220943613348676,153.48717948717947,182,2.5260957894629694,459.7494336822604,5.5880847641617555,2569.118805691835,149,2.0704693340937177,308.49993077996396,7.007881456428705,2161.9309442224485,22,2.732114115456761,60.106510540048745,4.163086876884859,250.2286252446184,11,8.285726578386154,91.14299236224768,1.7221207265275413,156.95923622476812
2020 - 2021,1012,8,10,1,1,8,470,HA3059,2,4.787798573975045,9.57559714795009,10.18220308445759,97.50067481538069,134,1.6746041462618348,224.39695559908586,8.059836479060303,1808.6027685275872,5,3.829313160062917,19.146565800314583,8.54258177382721,163.56110403715076,92,1.857036502371623,170.84735821818933,4.857008007977994,829.8069870076304,77,1.8055706682436428,139.02894145476048,5.839785537891145,811.899201655825,5,11.567678571428571,57.83839285714286,6.822019481622131,394.57464285714286,0,0,0,0,0,0,0,0,0,0,20,8.330833333333333,166.61666666666665,5.991408322970825,998.2684834123221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11.4075,171.1125,1.6273833004602236,278.46562500000005,373,2.7292473869340865,1018.0092753264144,5.911671576287209,6018.136497343903,315,1.9709009875474388,620.8338110774432,6.613598205572825,4105.945378900717,23,2.58462163401324,59.446297582304524,10.689597769332261,635.4570100308642,35,9.64940476190476,337.72916666666663,3.7803489731535054,1276.7341084123223,8,10,1,1,8,470,HA3059,2,5.6865888104291145,11.373177620858229,8.471612884121802,96.34915806626832,134,1.6764034665382763,224.63806451612905,6.838105167021359,1536.0987096774195,5,3.735279922779923,18.676399613899616,7.326722914916984,136.83680501930505,92,1.8482078559738135,170.03512274959084,4.38852606364373,746.2035679214403,77,1.733351063829787,133.4680319148936,5.49818639334704,733.8321170212765,5,11.458590604026845,57.29295302013423,6.752209590413101,386.8540268456376,0,0,0,0,0,0,0,0,0,0,20,8.157988165680473,163.15976331360946,5.036498150431566,821.753846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11.14102564102564,167.1153846153846,1.7220943613348676,287.78846153846155,373,2.702366000145187,1007.9825180541548,5.257976561862373,5299.948454695762,315,1.953916664874621,615.4837494355056,5.90783166555784,3636.1743845513474,23,2.705374812593703,62.22362068965517,8.907095991992792,554.2317624521073,35,9.43643279797126,330.2751479289941,3.3594483710014056,1109.5423076923075
2020 - 2021,1055,1,3,1,1,1,32,1047869,0,0,0,0,0,10,1.6746041462618348,16.746041462618347,8.059836479060303,134.9703558602677,0,0,0,0,0,2,1.857036502371623,3.714073004743246,4.857008007977994,18.039282326252835,2,1.8055706682436428,3.6111413364872855,5.839785537891145,21.088290952099353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8.330833333333333,99.96999999999998,5.991408322970825,598.9610900473933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.770817530917264,124.04125580384887,6.232273401105199,773.0590191860132,14,1.7193754145606341,24.071255803848878,7.232606830208769,174.09792913861986,0,0,0,0,0,12,8.330833333333333,99.96999999999998,5.991408322970825,598.9610900473933,1,3,1,1,1,32,1047869,0,0,0,0,0,10,1.6764034665382763,16.764034665382763,6.838105167021359,114.63423206547905,0,0,0,0,0,2,1.8482078559738135,3.696415711947627,4.38852606364373,16.221816693944355,2,1.733351063829787,3.466702127659574,5.49818639334704,19.060574468085104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8.157988165680473,97.89585798816569,5.036498150431566,493.0523076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.6855004035829095,121.82301049315565,5.277893957118552,642.9689309198162,14,1.7090823217849973,23.927152504989962,6.265543850077592,149.91662322750852,0,0,0,0,0,12,8.157988165680473,97.89585798816569,5.036498150431566,493.0523076923077
2020 - 2021,1070,14,14,1,1,14,543.5,HA1162,8,4.787798573975045,38.30238859180036,10.18220308445759,390.00269926152276,147,1.6746041462618348,246.1668095004897,8.059836479060303,1984.0642311459353,5,3.829313160062917,19.146565800314583,8.54258177382721,163.56110403715076,115,1.857036502371623,213.55919777273667,4.857008007977994,1037.258733759538,55,1.8055706682436428,99.30638675340035,5.839785537891145,579.9280011827321,4,11.567678571428571,46.270714285714284,6.822019481622131,315.6597142857143,2,6.874184514003295,13.74836902800659,5.662143540165315,77.8452388797364,0,0,0,0,0,0,0,0,0,0,65,0.731523332047821,47.54901658310837,1.863488749710044,88.60705746239877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,1.3449592615974109,915.9172571478368,6.006504613136904,5501.461230310182,336,2.0133941420609003,676.5004317324625,6.723306459545714,4548.31972255233,280,0.6852421744009497,191.86780883226592,4.505885878184203,864.5344502954533,65,0.731523332047821,47.54901658310837,1.863488749710044,88.60705746239877,14,14,1,1,14,543.5,HA1162,8,5.6865888104291145,45.492710483432916,8.471612884121802,385.39663226507326,147,1.6764034665382763,246.4313095811266,6.838105167021359,1685.123211362542,5,3.735279922779923,18.676399613899616,7.326722914916984,136.83680501930505,115,1.8482078559738135,212.54390343698856,4.38852606364373,932.7544599018003,55,1.733351063829787,95.3343085106383,5.49818639334704,524.1657978723404,4,11.458590604026845,45.83436241610738,6.752209590413101,309.4832214765101,2,6.414655172413793,12.829310344827586,4.603883886574385,59.064655172413794,0,0,0,0,0,0,0,0,0,0,65,0.671595744680851,43.65372340425532,1.723287044370523,75.22789598108747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,1.3494689882862054,918.9883810229059,5.400735960358381,4963.2135965419375,336,2.0153044773423243,677.142304387021,5.9556532754524545,4032.8247830699847,280,0.7078298329701055,198.19235323162954,4.314802783997573,855.1609174908656,65,0.671595744680851,43.65372340425532,1.723287044370523,75.22789598108747
